company,role,url,source,track,category,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
Brightree,Senior Software Quality Engineer,https://jobright.ai/jobs/info/6aa47a17f7baf881567cee06,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
"CIRCOR International, Inc.",Defense Senior Test / Data Engineer,https://jobright.ai/jobs/info/6aa156513272060a8e3ef624,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Danfoss,Associate Product Manager Data Center,https://jobright.ai/jobs/info/6aa47cb68275e3a2117608b7,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
DoorDash,"Software Engineer - Developer Experience, Web",https://jobright.ai/jobs/info/6aa47c18422289703bd66c6a,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
EMC Insurance Companies,Intern- Data Science,https://jobright.ai/jobs/info/6aa479db1d92e2d05d114e47,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Globant,Full Stack Developer - NY,https://jobright.ai/jobs/info/6aa47bebf3aa936e2cdb1682,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Jane Street,Programming Language Engineer,https://jobright.ai/jobs/info/6aa47c9df3aa936e2cdb1694,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Ohio BWC (official),Data Administration Manager 1,https://jobright.ai/jobs/info/6aa47a118275e3a211760821,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
OneImaging,Full Stack Associate Software Engineer (UF Only),https://jobright.ai/jobs/info/6aa4795a1d92e2d05d114e35,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Optiver,Graduate Software Engineer (2027 Start),https://jobright.ai/jobs/info/6aa47be4c1928370a285e1ea,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Quantum Integrators,Databricks Architect,https://jobright.ai/jobs/info/6aa47c17422289703bd66c66,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Triumph,Sr. Data Analyst - Customer Experience Analytics - Hybrid M-Th Dallas HQ,https://jobright.ai/jobs/info/6aa45e1df7baf881567ce77e,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
Uber,"Graduate 2026 PhD Software Engineer II (AV Labs), United States",https://jobright.ai/jobs/info/6aa4789bf3aa936e2cdb15a8,jobright_matches,,,2026-09-11,2026-09-11T22:12:56+00:00,,,,,,,jobright_matches_scrape
