company,role,url,source,track,category,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
Anduril Industries,Senior Software Engineer - Connected Factory,https://jobright.ai/jobs/info/6a307953093df201d07b1a8f,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Cogent Communications,"SQL & PHP Developer - Washington, DC",https://jobright.ai/jobs/info/6a9011cad96ad228f125f5ad,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Guidehouse,Data Engineer,https://jobright.ai/jobs/info/6aa08477ea127c3794697a1c,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Jane Street,"Campus Recruiter, Machine Learning And Quantitative Research",https://jobright.ai/jobs/info/6aa2aa2d89c0049f1182c23e,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Lockheed Martin,Software Engineer - E2,https://jobright.ai/jobs/info/6a8dbb54581f2d7bfdfe8986,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
NetJets,Software Engineer (NJUS),https://jobright.ai/jobs/info/6a99a6c6551435518ebf01c3,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Personal,Programa De Referidos - Software Developer Detalles Del Puesto | Telecomarg,https://jobright.ai/jobs/info/6aa2a86fdc6eda1eafd323a7,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Plaid,Senior Data Engineer - Data Engineering,https://jobright.ai/jobs/info/6a99060188f60a5ece658e6c,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
"Ross Stores, Inc.",Engineer II,https://jobright.ai/jobs/info/6a4699328204a812e98c92b2,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Sony Interactive Entertainment,Senior Data Scientist -  Experimentation & Measurement,https://jobright.ai/jobs/info/6a53153a9fbdab22fe13e2f9,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Tata Consultancy Services,Data Scientist - Supply Chain Analytics,https://jobright.ai/jobs/info/6a8627d52f4f0014cae28a54,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Workday,"Sr Software Engineer – API Platform, Product Engineering (Python/Typescript)",https://jobright.ai/jobs/info/6a9cc830a7ba386c5d66ee73,jobright_matches,,,2026-09-10,2026-09-10T13:02:42+00:00,,,,,,,jobright_matches_scrape
Activision Blizzard,Activision 2027 Summer Internships - Information Security,https://jobright.ai/jobs/info/6aa1e2fb3272060a8e3f2a6e,intern_list,internship_if_eligible,swe,2026-09-10,2026-09-10T13:03:51+00:00,9 hours ago,"Los Angeles, CA",On Site,5001-10000,"1. Currently enrolled in a certificate, associate’s, bachelor’s, or master’s degree program and graduating December 2026 – July 2027 2. Available to participate in a 12-week internship starting in mid-May or mid-June 3. Currently residing in the US or open to relocating oneself to the US ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=9 hours ago
Activision Blizzard,Activision 2027 Summer Internships - Software Engineering,https://jobright.ai/jobs/info/6aa1e2fd0ffb3d4fea6b7a52,intern_list,internship_if_eligible,swe,2026-09-10,2026-09-10T13:03:51+00:00,9 hours ago,"Los Angeles, CA; Portland, ME; Santa Monica, CA",On Site,5001-10000,"1. Currently enrolled in an associate’s, bachelor’s, or master’s degree program and graduating December 2027 – June 2028 2. Available to participate in a 12-week internship starting in mid-May or mid-June 3. Currently residing in the US or open to relocating oneself to the US ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=9 hours ago
Allegion,Summer Intern - Firmware Engineer,https://jobright.ai/jobs/info/6aa08840dbc0e60e37e0e432,intern_list,internship_if_eligible,swe,2026-09-10,2026-09-10T13:03:51+00:00,8 hours ago,"Farmington, CT",On Site,10000+,"1. Pursuing a degree in a relevant discipline, e.g., Computer Science, Computer Engineering, Electrical Engineering, Computer Engineering Technology, and Electrical Engineering Technology. 2. Demonstrated leadership ability and initiative, e.g., school club officer, sports team captain, resident advisor, leadership on school or work projects, etc. 3. Basic electronics understanding, including low voltage wiring. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=8 hours ago
Allstate,Quantum Algorithm Development Intern,https://jobright.ai/jobs/info/6aa089555b2d5633ef3bf3b0,intern_list,internship_if_eligible,ml_ai,2026-09-10,2026-09-10T13:03:51+00:00,15 hours ago,United States,Remote,10000+,"1. Current **undergraduate student entering senior year**, current graduate student, or recent graduate pursuing a degree in: 2. * Computer Science 3. * Physics ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=15 hours ago
