company,slug,title,location,employmentType,publishedAt,jobUrl,applyUrl,required_count,required_essays,broad_sponsorship_question,export_control_question,external_artifact,g2_blockers,required_corrections,g2_candidate,notes
Clera,clera,ASR Engineer,San Francisco,FullTime,2026-09-03T01:46:19.235+00:00,https://jobs.ashbyhq.com/clera/b06381ad-3345-47a5-9ed8-23fe9e7b4e7c,https://jobs.ashbyhq.com/clera/b06381ad-3345-47a5-9ed8-23fe9e7b4e7c/application,5,,False,False,False,,,False,kind=agency;workplaceType=OnSite;department=Engineering
Clera,clera,Product Engineer,San Francisco,FullTime,2026-09-03T01:48:49.452+00:00,https://jobs.ashbyhq.com/clera/0a128df3-d444-4e4c-b54b-8e66e9e9e137,https://jobs.ashbyhq.com/clera/0a128df3-d444-4e4c-b54b-8e66e9e9e137/application,5,,False,False,False,,,False,kind=agency;workplaceType=OnSite;department=Engineering
Etched,etched,"Silicon Validation Engineer, Software",San Jose,FullTime,2026-09-03T06:35:39.271+00:00,https://jobs.ashbyhq.com/etched/82622c6f-9b8f-44d1-b8fc-2d4634f5abbf,https://jobs.ashbyhq.com/etched/82622c6f-9b8f-44d1-b8fc-2d4634f5abbf/application,5,,False,False,False,,,True,workplaceType=OnSite;department=ASIC
Northwood,northwoodspace,Supply Chain Data & Analytics Intern (2027 Summer Internship),"Torrance, CA",FullTime,2026-08-28T23:46:52.992+00:00,https://jobs.ashbyhq.com/northwoodspace/69f99cd7-3ce7-413a-8cfe-29b7ccbc1490,https://jobs.ashbyhq.com/northwoodspace/69f99cd7-3ce7-413a-8cfe-29b7ccbc1490/application,11,Share a project you're especially proud of and explain what made your contribution meaningful (2-3 sentences or bullet points),True,True,False,required_essay;export_control_question,sponsorship_answer_no,False,department=Supply Chain
Northwood,northwoodspace,Embedded Software Engineering Intern (2027 Summer Internship),"Torrance, CA",FullTime,2026-08-29T00:53:33.839+00:00,https://jobs.ashbyhq.com/northwoodspace/d0cca9dd-ea90-4c3b-94b4-17761932d11c,https://jobs.ashbyhq.com/northwoodspace/d0cca9dd-ea90-4c3b-94b4-17761932d11c/application,11,Share a project you're especially proud of and explain what made your contribution meaningful (2-3 sentences or bullet points),True,True,False,required_essay;export_control_question,sponsorship_answer_no,False,department=Engineering
Northwood,northwoodspace,Software Engineering Intern (2027 Summer Internship),"Torrance, CA",FullTime,2026-08-29T00:55:33.893+00:00,https://jobs.ashbyhq.com/northwoodspace/ce3d4b73-461e-4128-a6f1-f933897e8119,https://jobs.ashbyhq.com/northwoodspace/ce3d4b73-461e-4128-a6f1-f933897e8119/application,11,Share a project you're especially proud of and explain what made your contribution meaningful (2-3 sentences or bullet points),True,True,False,required_essay;export_control_question,sponsorship_answer_no,False,department=Engineering
OpenAI,openai,"Software Engineer, Financial Engineering",San Francisco,FullTime,2026-08-28T17:41:41.133+00:00,https://jobs.ashbyhq.com/openai/4ef5bf23-cf0e-4b97-a639-11f963c99b88,https://jobs.ashbyhq.com/openai/4ef5bf23-cf0e-4b97-a639-11f963c99b88/application,14,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=Applied AI
OpenAI,openai,"Applied AI Engineer, Cyber, Government","Washington, DC",FullTime,2026-09-01T21:15:47.771+00:00,https://jobs.ashbyhq.com/openai/be7b1bf5-37ab-40f7-9ec1-e9732244f12a,https://jobs.ashbyhq.com/openai/be7b1bf5-37ab-40f7-9ec1-e9732244f12a/application,12,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=OpenAI for Gov
OpenAI,openai,"Software Engineer, Integrity Foundations - London","London, UK",FullTime,2026-08-31T22:30:25.325+00:00,https://jobs.ashbyhq.com/openai/46703db4-6023-4ac6-93a8-22dc95009945,https://jobs.ashbyhq.com/openai/46703db4-6023-4ac6-93a8-22dc95009945/application,13,,True,False,False,,sponsorship_answer_no,True,department=Applied AI
OpenAI,openai,AI Support Engineer - Singapore (Korean Speaking),Singapore,FullTime,2026-09-01T23:35:29.750+00:00,https://jobs.ashbyhq.com/openai/c8270289-d73d-4ad6-8cae-2b537f8d9062,https://jobs.ashbyhq.com/openai/c8270289-d73d-4ad6-8cae-2b537f8d9062/application,12,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=User Operations
OpenAI,openai,AI Support Engineer - Tokyo (Korean Speaking),"Tokyo, Japan",FullTime,2026-09-01T23:37:44.153+00:00,https://jobs.ashbyhq.com/openai/3dcfbfbf-9ac2-46fe-8cce-4e2660d98be4,https://jobs.ashbyhq.com/openai/3dcfbfbf-9ac2-46fe-8cce-4e2660d98be4/application,12,,True,False,False,,sponsorship_answer_no,True,department=User Operations
OpenAI,openai,"People Research Data Scientist, AI Fairness & Bias",San Francisco,FullTime,2026-08-31T16:39:50.950+00:00,https://jobs.ashbyhq.com/openai/cadb7c24-2aea-4b98-a793-65ae9388b5d6,https://jobs.ashbyhq.com/openai/cadb7c24-2aea-4b98-a793-65ae9388b5d6/application,12,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=People
OpenAI,openai,"Trust & Safety Ads Operations Analyst, Data",San Francisco,FullTime,2026-08-28T16:21:10.531+00:00,https://jobs.ashbyhq.com/openai/26e8c199-7dcb-4144-b263-f35220421a6d,https://jobs.ashbyhq.com/openai/26e8c199-7dcb-4144-b263-f35220421a6d/application,11,,True,False,False,,sponsorship_answer_no,True,department=User Operations
OpenAI,openai,"Systems Integration Engineer, Build Systems | Consumer Devices",San Francisco,FullTime,2026-08-31T16:53:57.877+00:00,https://jobs.ashbyhq.com/openai/9104a37c-6ae0-499b-a2f7-2785e63b5f0c,https://jobs.ashbyhq.com/openai/9104a37c-6ae0-499b-a2f7-2785e63b5f0c/application,11,,True,False,False,,sponsorship_answer_no,True,department=Consumer Devices
OpenAI,openai,"AI Support Engineer, Government - San Francisco, CA",San Francisco,FullTime,2026-08-31T21:38:54.505+00:00,https://jobs.ashbyhq.com/openai/48993416-b5f5-4c3f-b7c8-b8ca7c2395e0,https://jobs.ashbyhq.com/openai/48993416-b5f5-4c3f-b7c8-b8ca7c2395e0/application,13,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=User Operations
OpenAI,openai,"AI Support Engineer, Government - Washington, D.C.","Washington, DC",FullTime,2026-08-31T21:38:56.669+00:00,https://jobs.ashbyhq.com/openai/6d1d835d-5882-4191-b78e-fd04a4c05f11,https://jobs.ashbyhq.com/openai/6d1d835d-5882-4191-b78e-fd04a4c05f11/application,13,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=User Operations
OpenAI,openai,"Systems Test Engineer, End-to-End Validation | Consumer Devices",San Francisco,FullTime,2026-09-01T16:48:47.506+00:00,https://jobs.ashbyhq.com/openai/393b88d7-1fbc-466a-9108-a7c1bafeb8d8,https://jobs.ashbyhq.com/openai/393b88d7-1fbc-466a-9108-a7c1bafeb8d8/application,11,,True,False,False,,sponsorship_answer_no,True,department=Consumer Devices
OpenAI,openai,"Solutions Engineering, Ads Solutions (Singapore)",Singapore,FullTime,2026-08-28T13:58:48.611+00:00,https://jobs.ashbyhq.com/openai/bfd27251-5a50-4050-aa66-596a8db9a7a8,https://jobs.ashbyhq.com/openai/bfd27251-5a50-4050-aa66-596a8db9a7a8/application,10,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=Go To Market
OpenAI,openai,"Software Engineer, Safety Engineering",San Francisco,FullTime,2026-08-31T19:44:52.442+00:00,https://jobs.ashbyhq.com/openai/9371f837-70ef-4387-a4b7-70f252b04aa5,https://jobs.ashbyhq.com/openai/9371f837-70ef-4387-a4b7-70f252b04aa5/application,11,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=Safety Systems
OpenAI,openai,Codex Deployment Engineer,São Paulo,FullTime,2026-09-02T21:03:19.532+00:00,https://jobs.ashbyhq.com/openai/c8d3feee-2b6a-4ef7-b8c0-90bbd1381c1f,https://jobs.ashbyhq.com/openai/c8d3feee-2b6a-4ef7-b8c0-90bbd1381c1f/application,10,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=Go To Market
OpenAI,openai,"Product Engineer, Ona",San Francisco,FullTime,2026-09-02T22:01:40.432+00:00,https://jobs.ashbyhq.com/openai/c442eab0-b8b4-40f6-b0f2-0fc91aea294a,https://jobs.ashbyhq.com/openai/c442eab0-b8b4-40f6-b0f2-0fc91aea294a/application,11,,True,False,False,,sponsorship_answer_no,True,workplaceType=Hybrid;department=Applied AI
Perplexity,perplexity,Internship - Machine Learning Research Engineer,Berlin,FullTime,2026-09-02T10:35:02.552+00:00,https://jobs.ashbyhq.com/perplexity/b9e1ff15-d52a-46d5-abf0-26460f2a116c,https://jobs.ashbyhq.com/perplexity/b9e1ff15-d52a-46d5-abf0-26460f2a116c/application,8,,True,False,True,external_artifact,sponsorship_answer_no,False,workplaceType=Hybrid;department=Search
Perplexity,perplexity,Member of Technical Staff (Search Quality Analyst),Belgrade,FullTime,2026-09-02T10:31:55.436+00:00,https://jobs.ashbyhq.com/perplexity/3b349a2f-360e-44e6-a57d-6a87bc3016a7,https://jobs.ashbyhq.com/perplexity/3b349a2f-360e-44e6-a57d-6a87bc3016a7/application,10,What are the most interesting aspects of Perplexity that you are excited to work on?;How do you use AI in your day-to-day work? What are some of the underappreciated benefits and/or pain points of your favorite AI tools?,True,False,True,required_essay;external_artifact,sponsorship_answer_no,False,workplaceType=Hybrid;department=Search
Perplexity,perplexity,"Member of Technical Staff (Software Engineer, Acceleration)",San Francisco,FullTime,2026-08-29T02:33:16.997+00:00,https://jobs.ashbyhq.com/perplexity/f45ba174-7e99-4743-9d19-6e4d3e196458,https://jobs.ashbyhq.com/perplexity/f45ba174-7e99-4743-9d19-6e4d3e196458/application,8,,True,False,True,external_artifact,sponsorship_answer_no,False,department=AI Research & Systems
Perplexity,perplexity,"Member of Technical Staff (Software Engineer, Multimodal)",San Francisco,FullTime,2026-08-27T19:44:12.021+00:00,https://jobs.ashbyhq.com/perplexity/6e328b72-9f57-49e0-a1a8-4428abf8ff81,https://jobs.ashbyhq.com/perplexity/6e328b72-9f57-49e0-a1a8-4428abf8ff81/application,8,,True,False,True,external_artifact,sponsorship_answer_no,False,department=AI Products
Perplexity,perplexity,"Member of Technical Staff (Software Engineer, API Platform)",San Francisco,FullTime,2026-08-27T19:43:05.022+00:00,https://jobs.ashbyhq.com/perplexity/3f800e42-7c48-4f9a-9b12-43ee23e52516,https://jobs.ashbyhq.com/perplexity/3f800e42-7c48-4f9a-9b12-43ee23e52516/application,8,,True,False,True,external_artifact,sponsorship_answer_no,False,department=API Platform
Perplexity,perplexity,Member of Technical Staff (Secure Intelligence Institute),San Francisco,FullTime,2026-08-27T19:43:31.091+00:00,https://jobs.ashbyhq.com/perplexity/32a36cae-ad73-4198-9354-a72b141ff055,https://jobs.ashbyhq.com/perplexity/32a36cae-ad73-4198-9354-a72b141ff055/application,8,,True,False,True,external_artifact,sponsorship_answer_no,False,department=AI Research & Systems
Perplexity,perplexity,"Member of Technical Staff (AI Software Engineer, Agents)",San Francisco,FullTime,2026-08-27T19:43:39.280+00:00,https://jobs.ashbyhq.com/perplexity/50a2def5-adeb-4f13-99c1-88c32482b772,https://jobs.ashbyhq.com/perplexity/50a2def5-adeb-4f13-99c1-88c32482b772/application,8,,True,False,True,external_artifact,sponsorship_answer_no,False,department=AI Research & Systems
