company,role,url,source,track,category,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
Amazon,"2026 Applied Science Internship - United States, PhD Student Science Recruiting, Frontier AI & Robotics",https://jobright.ai/jobs/info/6a53f4998ef95364ead93e76,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,3 hours ago,"San Francisco, CA; Seattle, WA",On Site,10000+,"1. Are enrolled in a PhD 2. Can relocate to where the internship is based 3. Experience programming in Java, C++, Python or related language ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=3 hours ago
Amazon,"2026 Fall Applied Science Internship - Gen AI & Large Language Models - United States, PhD Student Science Recruiting",https://jobright.ai/jobs/info/6a55b397ef22935f2e3f5d13,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,8 hours ago,"Seattle, WA; Bellevue, WA; Boston, MA; Cambridge, MA; New York, NY; Santa Clara, CA; Sunnyvale, CA; Pittsburgh, PA",On Site,10000+,"1. - Are enrolled in a PhD 2. - Can relocate to where the internship is based 3. - Experience programming in Java, C++, Python or related language ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=8 hours ago
Amazon,"2026 Fall Applied Science Internship - Recommender Systems/ Information Retrieval (Machine Learning) - United States, PhD Student Science Recruiting",https://jobright.ai/jobs/info/6a85fb774afae74a08342940,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,8 hours ago,"Seattle, WA; Arlington, VA; Bellevue, WA; Boston, MA; New York, NY; Palo Alto, CA; San Diego, CA; Santa Clara, CA",On Site,10000+,1. Must be eligible and available for a full-time (40h / week) 12 week internship between May 2026 and September 2026 2. • Are enrolled in a PhD 3. • Can relocate to where the internship is based ...,https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=8 hours ago
Amazon,"2026 Fall Applied Science Internship - Reinforcement Learning & Optimization (Machine Learning) - United States, PhD Student Science Recruiting",https://jobright.ai/jobs/info/6a48f7e4c2d11a6a46675264,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Corvallis, OR; Seattle, WA",On Site,10000+,"1. Are enrolled in a PhD 2. Can relocate to where the internship is based 3. Experience programming in Java, C++, Python or related language ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=6 hours ago
Amazon,"2026 Fall Quantum Applied Science Internship, Center for Quantum Computing",https://jobright.ai/jobs/info/6a5119bb78e364789ca58c95,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,5 hours ago,"Pasadena, CA; Santa Clara, CA",Hybrid,10000+,1. Are 18 years of age or older 2. Work 40 hours/week minimum and commit to 12 week internship maximum 3. Can relocate to where the internship is based ...,https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=5 hours ago
Amazon,Software Development Engineer Apprentice - Military Veterans,https://jobright.ai/jobs/info/6a550e634119652ff3862f49,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,4 hours ago,"Bellevue, WA; Arlington, VA; Seattle, WA; Denver, CO; Cupertino, CA; Glendale, CO",On Site,10000+,"1. Currently has, or is in the process of obtaining a Bachelor’s degree in Computer Science, Computer Engineering, Data Science, Information Systems, or related STEM fields with a conferral date within the last 24 months or an expected conferral date of March 2026 -September 2026 2. OR a graduate of Skillstorm, WA2VETS, or MSSA with a conferral date on or after 9/1/25 AND either holds a Bachelor’s Degree in Computer Science, Computer Engineering, Data Science, Information Systems, or related STEM field OR has 4+ years of relevant computer engineering experience",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=4 hours ago
Amentum,Software Programmer Intern,https://jobright.ai/jobs/info/6aa16dbc2f936e4a53dab9e8,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Tullahoma, TN",On Site,10000+,"1. Currently enrolled in a Bachelor of Science program in Computer Science, Computer Engineering, or Electrical Engineering with a concentration in software development from an ABET-accredited institution. 2. Strong foundation in software development fundamentals, including object-oriented design patterns, version control (e.g., Git), and software development lifecycle best practices. 3. Ability to work collaboratively in a team environment to design, develop, and deliver software applications and data acquisition projects. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=6 hours ago
Amentum,Software Programmer Intern,https://jobright.ai/jobs/info/6aa16dc5dbc0e60e37e1135f,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Detroit, MI",On Site,10000+,"1. Currently enrolled in a Bachelor of Science program in Computer Science, Computer Engineering, or Electrical Engineering with a concentration in software development from an ABET-accredited institution. 2. Strong foundation in software development fundamentals, including object-oriented design patterns, version control (e.g., Git), and software development lifecycle best practices. 3. Ability to work collaboratively in a team environment to design, develop, and deliver software applications and data acquisition projects. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=6 hours ago
Analogic,Engineering Co-Op,https://jobright.ai/jobs/info/6aa17bf12f936e4a53dabe44,intern_list,internship_if_eligible,data_analysis,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Salem, NH",On Site,1001-5000,"1. Currently pursuing a Bachelor's degree in Electrical Engineering, Physics, Computer Engineering, Computer Science, Applied Mathematics, or related discipline 2. Experience programming in Python or MATLAB/Octave 3. Strong analytical and problem-solving skills ...",https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=6 hours ago
Asure Software,Intern - Software Engineering,https://jobright.ai/jobs/info/6aa171d40ffb3d4fea6b4c0d,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,United States,Remote,501-1000,"1. Current enrollment in a degree program in Data Science, Computer Science, Information Technology, or a related field. 2. Basic knowledge of operating systems and cloud environments. 3. Familiarity with networking concepts and troubleshooting. ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=7 hours ago
Blue Cross and Blue Shield of Nebraska,Healthcare Reimbursement Analytics Intern - Summer 2027,https://jobright.ai/jobs/info/6aa07cccdbc0e60e37e0e0c0,intern_list,internship_if_eligible,healthcare,2026-09-09,2026-09-09T22:03:59+00:00,1 day ago,"Omaha, NE",Hybrid,1001-5000,"1. Currently pursuing a Bachelor’s degree (or higher) Healthcare Administration, Business Analytics, Finance, Information Systems, Public Health, or a related field.",https://jobright.ai/minisites-jobs/intern/us/healthcare,minisite_scrape;category=healthcare;cluster_hint=health_ai;posted=1 day ago
Boeing,"Boeing Engineering & Technology Innovation Graduate Researcher Program, Applied Mathematician Intern",https://jobright.ai/jobs/info/6aa07555ea127c3794697446,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,12 hours ago,"North Charleston, SC",On Site,10000+,"1. * Completed the first year of PhD studies by July 2027 2. * Ability to work full-time for 10-12 weeks during Summer 2027 3. * Pursuing a PhD in Applied Mathematics, Statistics, Computational Science, Engineering, Data Science, Machine Learning or a closely related field ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=12 hours ago
Boston Children's Hospital,Clinical Informatics Internship,https://jobright.ai/jobs/info/6aa0aead500b01124c77a8cb,intern_list,internship_if_eligible,healthcare,2026-09-09,2026-09-09T22:03:59+00:00,21 hours ago,"Boston, MA",On Site,11-50,"1. Strong analytical, organizational, and communication skills 2. Interest in clinical informatics, healthcare AI, human-computer interaction, or health services research 3. Ability to work collaboratively across clinical, operational, and research teams ...",https://jobright.ai/minisites-jobs/intern/us/healthcare,minisite_scrape;category=healthcare;cluster_hint=health_ai;posted=21 hours ago
Boston Scientific,Research and Development Engineering Intern,https://jobright.ai/jobs/info/6aa0a1b75b2d5633ef3bfb47,intern_list,internship_if_eligible,healthcare,2026-09-09,2026-09-09T22:03:59+00:00,21 hours ago,"Maple Grove, MN",On Site,10000+,"1. Must graduate between Fall 2027 – Spring 2029 2. Currently pursuing a bachelor’s or graduate level degree majoring in Mechanical Engineering, Biomedical Engineering or Electrical Engineering 3. Must be able to commit to one of the following full internship program periods: May 17th – August 6th OR May 24th – August 13th ...",https://jobright.ai/minisites-jobs/intern/us/healthcare,minisite_scrape;category=healthcare;cluster_hint=health_ai;posted=21 hours ago
ByteDance,Machine Learning Engineer Intern (Global E-commerce Risk Control) - 2026 Start (PhD),https://jobright.ai/jobs/info/6a8f1745382b237ac80c43ac,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,11 hours ago,"Seattle, WA",On Site,10000+,"1. Currently pursuing a PhD in Computer Science Engineering, Operations Research, or related fields. 2. Able to commit to working for 12 weeks during Summer 2026 3. Proficiency in modern machine learning theories and applications, including ensemble trees, deep neural networks, transfer/multi-task learning, reinforcement learning, graph theory, and unsupervised learning. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=11 hours ago
ByteDance,Research Scientist Intern - Multimodal Sensing & On-Device Perception - Global Frontier Tech Recruitment Program - 2027 Start (PHD),https://jobright.ai/jobs/info/6a8f1779a10ee661e24d6782,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,11 hours ago,"San Jose, CA",On Site,10000+,"1. Currently pursuing a PhD in Computer Science, Electrical Engineering, Optical Engineering, Applied Mathematics, Physics, or a related technical field. 2. Strong research background in computer vision and machine learning, with hands-on model training experience. 3. Experience with at least one of: sequence modeling, language modeling, efficient neural network design, or signal processing.",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=11 hours ago
CACI International Inc,Software Engineering Intern – Summer 2027,https://jobright.ai/jobs/info/6aa1770a500b01124c77cc6f,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Lisle, IL",On Site,10000+,"1. Currently pursuing an undergraduate or graduate degree in Computer Science, Computer Engineering, Electrical Engineering or related field 2. Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future 3. Must be able to obtain and maintain applicable security clearance ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=6 hours ago
CNH,AI Engineer Intern,https://jobright.ai/jobs/info/6aa158e62f936e4a53dab5b9,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,9 hours ago,"Tempe, AZ",Hybrid,10000+,"1. Candidates must be currently enrolled college students actively pursuing a degree to participate in the internship program. 2. Master's degree in Computer Science, Electrical/Computer Engineering, Applied Mathematics, or a related technical field (or a Bachelor's degree with equivalent relevant experience). 3. Proficiency in C++ (modern C++11/14/17 or later), including familiarity with memory management, concurrency, and performance-conscious development. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=9 hours ago
CNH,Soil & Crop Modeling Engineering Intern - Combine Surrogate Model from CFD Using Machine Learning,https://jobright.ai/jobs/info/6aa156bc3272060a8e3ef63b,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,9 hours ago,"New Holland, PA",On Site,10000+,1. Candidates must be currently enrolled college students actively pursuing a degree to participate in the internship program.,https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=9 hours ago
Cleco,Intern - IT Digital Infrastructure,https://jobright.ai/jobs/info/6aa16f570ffb3d4fea6b4b08,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Pineville, LA",On Site,1001-5000,"1. Currently pursuing a bachelor’s degree in computer science, information technology, computer information systems, or a related field 2. Planning and project management skills 3. Willingness and ability to learn new technologies on the job ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=7 hours ago
Copart,Software Engineering Intern,https://jobright.ai/jobs/info/6a558eb64119652ff3866546,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Dallas, TX",On Site,5001-10000,"1. * Education: Bachelor’s degree or higher (or currently pursuing) in Computer Science, Artificial Intelligence, Engineering, or a highly quantitative field. 2. * Hands-on experience or academic projects working with LLM APIs (OpenAI, Anthropic, Ollama, Hugging Face). 3. * Familiarity with RAG (Retrieval-Augmented Generation) architectures and prompt engineering. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=6 hours ago
Copart,Software Engineering Intern,https://jobright.ai/jobs/info/6a5380168576ec69c014fee5,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Dallas, TX",On Site,5001-10000,"1. Bachelor's degree or higher in computer science, Engineering or similar 2. Strong experience with Spring Boot, MVC and other Spring modules. 3. Experience with Core Java and multithreaded programming. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=6 hours ago
Equifax,Data Analytics Intern,https://jobright.ai/jobs/info/6aa08bc6ea127c3794697c69,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,21 hours ago,"Alpharetta, GA; Atlanta, GA",Hybrid,10000+,"1. Graduate students obtaining a Master's degree in Data Science, Statistics, Analytics, Mathematics, or Computer Science or a related STEM field 2. Graduation date of May 2028 3. Experience or coursework in code development in SQL, Python, Hive, Impala, R",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=21 hours ago
Evolver,Applied Data Science Intern,https://jobright.ai/jobs/info/6aa14737dbc0e60e37e109c9,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,10 hours ago,"Palo Alto, CA",Hybrid,51-100,1. * Graduate students with a record of excellence 2. * Exceptional advanced undergraduates 3. All candidates are required to be recommended by an accredited professor leading a relevant program at a top university. ...,https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=10 hours ago
Formlabs,AI Software Intern (Winter/Spring 2027),https://jobright.ai/jobs/info/6aa0541a3b5aa83237b08685,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,10 hours ago,"Somerville, MA",On Site,501-1000,"1. Pursuing a BS, MS, or PhD in Computer Science, Physics, Applied Mathematics, or a related quantitative field with strong foundations in linear algebra and 3D geometry. 2. Deep proficiency in Python and hands-on prototyping experience using modern ML/DL frameworks like PyTorch or TensorFlow. 3. Solid foundational knowledge of C++ and clean code principles, with an interest in writing performant, production-ready code. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=10 hours ago
Google,"Data Analytics Apprenticeship, February 2027 Start",https://jobright.ai/jobs/info/6a97362fe4e60e4b8da5cb9d,intern_list,internship_if_eligible,data_analysis,2026-09-09,2026-09-09T22:03:59+00:00,11 hours ago,"New York, NY; Atlanta, GA; Chicago, IL; Los Angeles, CA",On Site,10000+,"1. High School Diploma, GED equivalent, or practical experience. 2. Not currently enrolled in or completed a Bachelor's, Master's, or PhD degree program in an analytics-related field. 3. Less than 1 year of relevant data analytics experience. ...",https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=11 hours ago
HSB - Hartford Steam Boiler,Data Science Intern,https://jobright.ai/jobs/info/6aa0ae75ea127c37946989b7,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,21 hours ago,"Hartford, CT",Hybrid,1001-5000,"1. MS or PhD Student in Statistics, Computer Science, Mathematics, Physics, Electrical Engineering or a related applied science with a heavy quantitative emphasis. 2. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization. 3. Strong programming experience with Python/R/SQL, with the ability to write well-documented production-level code. ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=21 hours ago
Hilton,"2027 Corporate Summer Internship - Strategy, Insights, and Analytics",https://jobright.ai/jobs/info/6aa160a40ffb3d4fea6b47d0,intern_list,internship_if_eligible,data_analysis,2026-09-09,2026-09-09T22:03:59+00:00,8 hours ago,"McLean, VA; Dallas, TX",On Site,10000+,"1. Can commit to a full 10-week program (40 hours per week) onsite in our McLean, VA or Dallas, TX office 2. Sophomore or junior of post-secondary education program; or have less than one (1) year of professional experience",https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=8 hours ago
IBM,Software Developer Intern,https://jobright.ai/jobs/info/6aa17413dbc0e60e37e11592,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Poughkeepsie, NY; Rochester, NY; Tucson, AZ; San Jose, CA; Austin, TX; Minnesota, United States; Texas, United States; NY, United States; AZ, United States; California, United States",Hybrid,10000+,"1. High School Diploma/GED 2. • Proficiency in one or more programming languages such as Java, Python, Go, C++, JavaScript, or similar. 3. • Understanding of software design principles, object-oriented programming, and data structures. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=7 hours ago
Ingredion Incorporated,Global Supply Chain Data Science Intern,https://jobright.ai/jobs/info/6aa0acd0a2266b538d231d17,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,21 hours ago,"Westchester, IL",Hybrid,10000+,"1. Progress towards a bachelor’s degree in Business, Operations, Computer Science, Data Science, or a related field. 2. Excellent interpersonal, verbal, and written technical communication skills, e.g., making presentations and writing technical data/reports. 3. Proficiency in Excel; familiarity with SQL, Python, or R is a plus. ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=21 hours ago
Kingland,Advanced Software Engineering Intern,https://jobright.ai/jobs/info/6aa1702def23570cae243d6f,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Ames, IA; Clear Lake, IA",On Site,51-100,"1. Currently enrolled in a four-year institution, in a related program 2. Experience writing Java, GO or other OO language. 3. Portfolio of previous work or projects ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=7 hours ago
"Lexington Medical, Inc",Electrical/Embedded Software Engineer Intern,https://jobright.ai/jobs/info/6aa1740a2f936e4a53dabc3c,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Bedford, MA",On Site,101-250,"1. Must be currently attending an accredited university as an undergraduate or graduate majoring in Electrical Engineering, or similar technical disciplines. 2. This is a fully onsite role, 5 days per week. 3. Work in a team environment with strong communication skills. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=7 hours ago
MKS Inc.,2027 Spring Software Engineering Undergraduate Intern/Co-op (R20379),https://jobright.ai/jobs/info/6aa172df0ffb3d4fea6b4c53,intern_list,internship_if_eligible,swe,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Rochester, NY",On Site,1001-5000,1. Current 3rd or 4th Year Engineering Student 2. Familiarity with C++ programming language 3. Familiarity with VHDL ...,https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=7 hours ago
Mayo Clinic,Bioinformatics Intern - PhD in progress,https://jobright.ai/jobs/info/6aa074a35b2d5633ef3bebca,intern_list,internship_if_eligible,healthcare,2026-09-09,2026-09-09T22:03:59+00:00,23 hours ago,"Rochester, MN",Hybrid,10000+,1. Working towards a PhD in Computer Science or related Informatics field with a GPA of 3.0 or greater. 2. Note: Visa sponsorship is not available for this position.,https://jobright.ai/minisites-jobs/intern/us/healthcare,minisite_scrape;category=healthcare;cluster_hint=health_ai;posted=23 hours ago
Medpace,Clinical Data Intern - Spring 2026,https://jobright.ai/jobs/info/6aa1799c0ffb3d4fea6b4e55,intern_list,internship_if_eligible,healthcare,2026-09-09,2026-09-09T22:03:59+00:00,6 hours ago,"Cincinnati, OH",On Site,5001-10000,1. Working towards a Bachelor's Degree in a Life Science or Health related field 2. Strong attention to detail and experience in Excel and Word required 3. GPA: 3.5 or above,https://jobright.ai/minisites-jobs/intern/us/healthcare,minisite_scrape;category=healthcare;cluster_hint=health_ai;posted=6 hours ago
Meijer,Store Analytics Intern- Summer 2027,https://jobright.ai/jobs/info/6aa06c6da2266b538d230420,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,21 hours ago,"Grand Rapids, MI",Hybrid,10000+,"1. Progress toward a bachelor's or advanced degree in Math, Statistics, Computer Science, Data Science or a related field 2. Proficiency in Microsoft Office Excel and other office products 3. Working knowledge of ETL, Python, Databricks, SQL, Alteryx, Power BI or similar programing skills ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=21 hours ago
Merck,2026 Future Talent Program – Modeling & Informatics - Co-op,https://jobright.ai/jobs/info/6aa1733c0ffb3d4fea6b4c7a,intern_list,internship_if_eligible,healthcare,2026-09-09,2026-09-09T22:03:59+00:00,22 hours ago,"Boston, MA; South San Francisco, CA; Rahway, NJ; West Point, PA",On Site,10000+,"1. Candidates must be pursuing BS/BA or Master’s/Ph.D. degree in related field with demonstrated interest/experience in research areas relevant to the drug discovery process. 2. Candidates must have strong academic background in chemistry, biochemistry, biophysics, informatics, computer science, or applied mathematics. 3. Candidates must have completed at least two years of studies toward BS/BA degree or at least 1 year towards Master’s/PhD at the time of the position start date. ...",https://jobright.ai/minisites-jobs/intern/us/healthcare,minisite_scrape;category=healthcare;cluster_hint=health_ai;posted=22 hours ago
Navy Federal Credit Union,Summer Associate Intern (Data Scientist),https://jobright.ai/jobs/info/6aa16828dbc0e60e37e111a8,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Vienna, VA",Hybrid,10000+,"1. To qualify for this position, applicants must be currently pursuing a degree from an accredited college or university and have an anticipated graduation date of December 2027 or later. 2. Must be currently enrolled in, or planning to enroll in, a graduate-level program (Master’s) in Data Science, Computer Science, Statistics, Mathematics, Engineering, or a closely related field following completion of undergraduate studies. 3. Proficiency in Python and SQL. ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=7 hours ago
Navy Federal Credit Union,Summer Associate Internship (AI Engineer),https://jobright.ai/jobs/info/6aa168330ffb3d4fea6b48e9,intern_list,internship_if_eligible,ml_ai,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Vienna, VA",On Site,10000+,"1. To qualify for this position, applicants must be currently pursuing a degree from an accredited college or university and have an anticipated graduation date of December 2027 or later. 2. * Currently pursuing a degree from an accredited college or university 3. * Strong foundation in Computer Science or Data Science ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=7 hours ago
Navy Federal Credit Union,Summer Associate Internship (Data Scientist),https://jobright.ai/jobs/info/6aa168bc3272060a8e3ef97a,intern_list,internship_if_eligible,data_science,2026-09-09,2026-09-09T22:03:59+00:00,7 hours ago,"Vienna, VA; Pensacola, FL; Winchester, VA",Hybrid,10000+,"1. To qualify for this position, applicants must be currently pursuing a degree from an accredited college or university and have an anticipated graduation date of December 2027 or later. 2. Currently pursuing a graduate degree in Data Science, Statistics, Mathematics, Computer Science, Engineering, or another quantitative field. 3. Working knowledge of statistics, machine learning, data mining, data auditing, data aggregation, data reconciliation, and data visualization. ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=7 hours ago
